"Country","Year","MedianAge"
"FI",2015,17.7742710703819
"FI",2016,20.9864887337039
"FI",2017,19.2733059799322
"FI",2018,31.4797331005559
"FI",2019,34.4778029196564
"FI",2020,31.6938809447773
"FI",2021,13.705462030174
"FI",2022,5.78199179397965
"GB",2010,45.8276386633943
"GB",2011,46.6842300402801
"GB",2012,51.8237783015954
"GB",2013,51.8237783015954
"GB",2014,50.1105955478236
"GB",2015,49.0398563267163
"GB",2016,50.1105955478236
"GB",2017,50.5388912362666
"GB",2018,49.4681520151592
"GB",2019,46.2559343518372
"GB",2020,44.1144559096225
"GB",2021,50.1105955478236
"GB",2022,46.0417865076157
"GB",2023,49.4681520151592
"GR",2010,5.35369610553671
"GR",2011,2.35562628643615
"GR",2012,4.92540041709378
"GR",2013,3.21221766332203
"GR",2014,2.35562628643615
"GR",2015,3.64051335176496
"GR",2016,4.49710472865084
"GR",2017,4.49710472865084
"GR",2018,6.42443532664406
"GR",2019,16.4893840050531
"GR",2020,4.0688090402079
"GR",2022,65.1009446433264
"HR",2010,9.20835730152315
"HR",2013,11.9922792764022
"HR",2014,12.4205749648452
"HR",2015,11.5639835879593
"HR",2016,11.9922792764022
"HR",2017,12.4205749648452
"HR",2018,10.7073922110734
"HR",2019,6.63858317086552
"HR",2020,4.28295688442937
"HR",2021,5.13954826131524
"HU",2010,51.8237783015954
"HU",2011,45.8276386633943
"HU",2012,34.0495072312135
"HU",2013,51.3954826131524
"HU",2014,38.5466119598643
"HU",2015,25.9118891507977
"HU",2016,44.5427515980655
"HU",2017,60.6038399146756
"HU",2018,56.9633265629106
"HU",2019,52.2520739900383
"HU",2020,53.9652567438101
"HU",2022,55.4642916533603
"IE",2010,10.9215400552949
"IE",2011,9.85080083418755
"IE",2012,13.705462030174
"IE",2013,20.7723408894824
"IE",2014,13.4913141859525
"IE",2015,11.7781314321808
"IE",2016,16.917679693496
"IE",2017,24.6270020854689
"IE",2018,25.9118891507977
"IE",2019,28.0533675930124
"IE",2020,18.2025667588248
"IE",2021,13.9196098743955
"IE",2022,10.064948678409
"IS",2012,12.2064271206237
"IS",2013,42.1871253116293
"IS",2015,12.2064271206237
"IS",2016,25.9118891507977
"IS",2017,18.2025667588248
"IS",2018,29.5524025025627
"IS",2019,15.2044969397243
"IT",2010,9.20835730152315
"IT",2011,8.78006161308021
"IT",2012,8.56591376885874
"IT",2013,8.78006161308021
"IT",2014,9.20835730152315
"IT",2015,7.70932239197287
"IT",2016,9.42250514574461
"IT",2017,8.35176592463727
"IT",2018,9.42250514574461
"IT",2019,9.42250514574461
"IT",2020,9.63665298996608
"IT",2021,11.3498357437378
"IT",2022,5.56784394975818
"LT",2010,14.5620534070599
"LT",2011,12.6347228090666
"LT",2012,12.8488706532881
"LT",2013,11.7781314321808
"LT",2014,10.2790965226305
"LT",2015,9.85080083418755
"LT",2016,13.4913141859525
"LT",2017,16.4893840050531
"LT",2018,12.4205749648452
"LT",2022,55.4642916533603
"LU",2011,23.9845585528045
"LU",2012,12.2064271206237
"LU",2013,14.1337577186169
"LU",2014,36.8334292060926
"LU",2016,41.3305339347434
"LU",2017,11.1356878995164
"LU",2018,37.9041684271999
"LU",2019,10.2790965226305
"LU",2020,4.71125257287231
"LU",2021,26.982628371905
"LU",2022,33.4070636985491
"LV",2010,10.9215400552949
"LV",2011,12.6347228090666
"LV",2012,13.9196098743955
"LV",2013,14.7762012512813
"LV",2014,18.6308624472678
"LV",2015,16.0610883166101
"LV",2016,18.6308624472678
"LV",2017,22.4855236432542
"LV",2018,19.7016016683751
"LV",2019,20.129897356818
"LV",2020,22.6996714874757
"LV",2021,65.1009446433264
"LV",2022,56.9633265629106
"MT",2011,28.4816632814553
"MT",2012,35.3343942965423
"MT",2013,53.9652567438101
"MT",2014,3.64051335176496
"MT",2017,28.4816632814553
"MT",2018,28.4816632814553
"MT",2019,53.7511088995886
"MT",2020,57.1774744071321
"NL",2010,22.9138193316971
"NL",2011,21.4147844221469
"NL",2012,28.0533675930124
"NL",2013,35.7626899849852
"NL",2014,31.4797331005559
"NL",2015,33.1929158543276
"NL",2016,34.9060986080994
"NL",2017,36.1909856734282
"NL",2018,34.263655075435
"NL",2019,40.4739425578575
"NL",2020,41.116386090522
"NL",2021,48.6115606382734
"NL",2022,21.6289322663683
"NO",2010,28.9099589698982
"NO",2011,25.0552977739118
"NO",2012,23.5562628643615
"NO",2013,25.9118891507977
"NO",2014,23.770410708583
"NO",2015,26.3401848392406
"NO",2016,24.8411499296903
"NO",2017,23.9845585528045
"NO",2018,21.4147844221469
"NO",2019,25.2694456181333
"NO",2020,22.6996714874757
"NO",2021,53.7511088995886
"NO",2022,25.2694456181333
"NZ",2010,30.8372895678915
"NZ",2011,26.1260369950192
"NZ",2012,27.1967762161265
"NZ",2013,32.5504723216632
"NZ",2014,37.9041684271999
"NZ",2015,30.1948460352271
"NZ",2016,30.1948460352271
"NZ",2017,24.1987063970259
"NZ",2018,26.7684805276836
"NZ",2019,32.9787680101062
"NZ",2020,28.2675154372338
"NZ",2021,41.9729774674078
"NZ",2022,35.9768378292067
"NZ",2023,22.6996714874757
"PL",2010,15.4186447839457
"PL",2011,16.0610883166101
"PL",2012,16.7035318492745
"PL",2013,19.0591581357107
"PL",2014,15.4186447839457
"PL",2016,15.8469404723887
"PL",2017,17.1318275377175
"PL",2018,17.3459753819389
"PL",2019,17.9884189146034
"PL",2020,17.5601232261604
"PL",2021,19.7016016683751
"PL",2022,33.6212115427706
"PT",2010,2.35562628643615
"PT",2011,2.78392197487909
"PT",2012,3.4263655075435
"PT",2013,4.71125257287231
"PT",2014,3.21221766332203
"PT",2015,4.71125257287231
"PT",2016,5.56784394975818
"PT",2017,7.28102670352993
"PT",2018,5.56784394975818
"PT",2019,6.63858317086552
"PT",2020,9.85080083418755
"PT",2021,17.1318275377175
"PT",2022,22.6996714874757
"RO",2010,5.35369610553671
"RO",2011,7.06687885930846
"RO",2012,7.70932239197287
"RO",2013,7.06687885930846
"RO",2014,7.70932239197287
"RO",2015,7.70932239197287
"RO",2016,6.21028748242259
"RO",2017,7.28102670352993
"RO",2018,5.56784394975818
"RO",2019,4.71125257287231
"RO",2020,4.71125257287231
"RO",2021,2.35562628643615
"RO",2022,4.0688090402079
"SE",2010,20.5158738323625
"SE",2011,23.053920079665
"SE",2012,28.3415164282121
"SE",2013,24.7459509112001
"SE",2014,29.6105395518634
"SE",2015,30.8795626755146
"SE",2016,29.8220434058052
"SE",2017,33.6291127767591
"SE",2018,32.9946012149334
"SE",2019,34.2636243385847
"SE",2020,30.4565549676309
"SE",2021,43.9928016199113
"SE",2022,38.9167091253061
"SE",2023,33.964206845596
"SG",2010,3.4263655075435
"SG",2011,6.42443532664406
"SG",2012,16.2752361608316
"SG",2013,3.85466119598643
"SG",2014,14.5620534070599
"SG",2015,4.49710472865084
"SG",2016,9.85080083418755
"SG",2017,16.0610883166101
"SG",2018,17.1318275377175
"SG",2019,14.1337577186169
"SG",2020,59.3189528493468
"SI",2010,12.8488706532881
"SI",2011,12.8488706532881
"SI",2012,13.9196098743955
"SI",2013,13.705462030174
"SI",2014,13.705462030174
"SI",2015,13.4913141859525
"SI",2016,14.9903490955028
"SI",2017,15.4186447839457
"SI",2018,15.6327926281672
"SI",2019,14.1337577186169
"SI",2020,14.5620534070599
"SI",2021,14.1337577186169
"SI",2022,11.7781314321808
"SK",2010,22.9138193316971
"SK",2011,28.6958111256768
"SK",2012,35.1202464523208
"SK",2013,43.2578645327366
"SK",2014,30.4089938794485
"SK",2015,47.9691171056089
"SK",2016,54.393552432253
"SK",2017,54.8218481206959
"SK",2018,55.0359959649174
"SK",2019,54.393552432253
"SK",2020,53.7511088995886
"SK",2021,38.7607598040858
"SK",2022,57.8199179397965
"US",2010,12.0644471122381
"US",2011,12.2761040791195
"US",2012,12.0644471122381
"US",2013,12.2761040791195
"US",2014,12.4877610460009
"US",2015,14.1810167810518
"US",2016,14.6043307148146
"US",2017,14.3926737479332
"US",2018,14.3926737479332
"US",2019,14.3926737479332
"US",2020,15.0276446485773
"US",2021,37.674940104884
"US",2022,26.8804347939341
"US",2023,12.2761040791195
