Date,Year,Month,Week,Disease,Cases,URL,Country
2022-07-01,2022,7,,Pertussis,4234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.158,CN
2022-08-01,2022,8,,Pertussis,5355,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,CN
2022-09-01,2022,9,,Pertussis,3849,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.214,CN
2022-10-01,2022,10,,Pertussis,2594,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.220,CN
2022-11-01,2022,11,,Pertussis,2160,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,CN
2022-12-01,2022,12,,Pertussis,1293,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.059,CN
2023-01-01,2023,1,,Pertussis,883,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,CN
2023-02-01,2023,2,,Pertussis,538,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.061,CN
2023-03-01,2023,3,,Pertussis,821,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,CN
2023-04-01,2023,4,,Pertussis,1074,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,CN
2023-05-01,2023,5,,Pertussis,1334,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.127,CN
2023-06-01,2023,6,,Pertussis,1512,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.130,CN
2023-07-01,2023,7,,Pertussis,2767,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.150,CN
2023-08-01,2023,8,,Pertussis,4793,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.179,CN
2023-09-01,2023,9,,Pertussis,4517,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.192,CN
2023-10-01,2023,10,,Pertussis,4430,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.213,CN
2023-11-01,2023,11,,Pertussis,6410,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1739453479981600768.html,CN
2023-12-01,2023,12,,Pertussis,9126,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1746766719346462720.html,CN
2016-01-09,2016,,1,Pertussis,98,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=01&mmwr_table=2I&request=Submit,US
2016-01-16,2016,,2,Pertussis,132,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=02&mmwr_table=2I&request=Submit,US
2016-01-23,2016,,3,Pertussis,117,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=03&mmwr_table=2I&request=Submit,US
2016-01-30,2016,,4,Pertussis,123,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=04&mmwr_table=2I&request=Submit,US
2016-02-06,2016,,5,Pertussis,119,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=05&mmwr_table=2I&request=Submit,US
2016-02-13,2016,,6,Pertussis,137,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=06&mmwr_table=2I&request=Submit,US
2016-02-20,2016,,7,Pertussis,130,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=07&mmwr_table=2I&request=Submit,US
2016-02-27,2016,,8,Pertussis,130,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=08&mmwr_table=2I&request=Submit,US
2016-03-05,2016,,9,Pertussis,136,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=09&mmwr_table=2I&request=Submit,US
2016-03-12,2016,,10,Pertussis,116,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=10&mmwr_table=2I&request=Submit,US
2016-03-19,2016,,11,Pertussis,131,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=11&mmwr_table=2I&request=Submit,US
2016-03-26,2016,,12,Pertussis,101,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=12&mmwr_table=2I&request=Submit,US
2016-04-02,2016,,13,Pertussis,99,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=13&mmwr_table=2I&request=Submit,US
2016-04-09,2016,,14,Pertussis,87,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=14&mmwr_table=2I&request=Submit,US
2016-04-16,2016,,15,Pertussis,110,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=15&mmwr_table=2I&request=Submit,US
2016-04-23,2016,,16,Pertussis,91,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=16&mmwr_table=2I&request=Submit,US
2016-04-30,2016,,17,Pertussis,108,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=17&mmwr_table=2I&request=Submit,US
2016-05-07,2016,,18,Pertussis,108,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=18&mmwr_table=2I&request=Submit,US
2016-05-14,2016,,19,Pertussis,100,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=19&mmwr_table=2I&request=Submit,US
2016-05-21,2016,,20,Pertussis,115,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=20&mmwr_table=2I&request=Submit,US
2016-05-28,2016,,21,Pertussis,116,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=21&mmwr_table=2I&request=Submit,US
2016-06-04,2016,,22,Pertussis,84,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=22&mmwr_table=2I&request=Submit,US
2016-06-11,2016,,23,Pertussis,107,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=23&mmwr_table=2I&request=Submit,US
2016-06-18,2016,,24,Pertussis,125,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=24&mmwr_table=2I&request=Submit,US
2016-06-25,2016,,25,Pertussis,111,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=25&mmwr_table=2I&request=Submit,US
2016-07-02,2016,,26,Pertussis,158,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=26&mmwr_table=2I&request=Submit,US
2016-07-09,2016,,27,Pertussis,103,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=27&mmwr_table=2I&request=Submit,US
2016-07-16,2016,,28,Pertussis,205,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=28&mmwr_table=2I&request=Submit,US
2016-07-23,2016,,29,Pertussis,116,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=29&mmwr_table=2I&request=Submit,US
2016-07-30,2016,,30,Pertussis,131,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=30&mmwr_table=2I&request=Submit,US
2016-08-06,2016,,31,Pertussis,97,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=31&mmwr_table=2I&request=Submit,US
2016-08-13,2016,,32,Pertussis,93,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=32&mmwr_table=2I&request=Submit,US
2016-08-20,2016,,33,Pertussis,123,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=33&mmwr_table=2I&request=Submit,US
2016-08-27,2016,,34,Pertussis,125,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=34&mmwr_table=2I&request=Submit,US
2016-09-03,2016,,35,Pertussis,111,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=35&mmwr_table=2I&request=Submit,US
2016-09-10,2016,,36,Pertussis,96,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=36&mmwr_table=2I&request=Submit,US
2016-09-17,2016,,37,Pertussis,112,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=37&mmwr_table=2I&request=Submit,US
2016-09-24,2016,,38,Pertussis,122,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=38&mmwr_table=2I&request=Submit,US
2016-10-01,2016,,39,Pertussis,88,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=39&mmwr_table=2I&request=Submit,US
2016-10-08,2016,,40,Pertussis,89,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=40&mmwr_table=2I&request=Submit,US
2016-10-15,2016,,41,Pertussis,82,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=41&mmwr_table=2I&request=Submit,US
2016-10-22,2016,,42,Pertussis,88,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=42&mmwr_table=2I&request=Submit,US
2016-10-29,2016,,43,Pertussis,101,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=43&mmwr_table=2I&request=Submit,US
2016-11-05,2016,,44,Pertussis,157,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=44&mmwr_table=2I&request=Submit,US
2016-11-12,2016,,45,Pertussis,101,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=45&mmwr_table=2I&request=Submit,US
2016-11-19,2016,,46,Pertussis,167,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=46&mmwr_table=2I&request=Submit,US
2016-11-26,2016,,47,Pertussis,148,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=47&mmwr_table=2I&request=Submit,US
2016-12-03,2016,,48,Pertussis,154,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=48&mmwr_table=2I&request=Submit,US
2016-12-10,2016,,49,Pertussis,157,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=49&mmwr_table=2I&request=Submit,US
2016-12-17,2016,,50,Pertussis,150,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=50&mmwr_table=2I&request=Submit,US
2016-12-24,2016,,51,Pertussis,108,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=51&mmwr_table=2I&request=Submit,US
2016-12-31,2016,,52,Pertussis,87,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=52&mmwr_table=2I&request=Submit,US
2017-01-07,2017,,1,Pertussis,62,https://wonder.cdc.gov/nndss/static/2017/01/2017-01-table2K.html,US
2017-01-14,2017,,2,Pertussis,67,https://wonder.cdc.gov/nndss/static/2017/02/2017-02-table2K.html,US
2017-01-21,2017,,3,Pertussis,107,https://wonder.cdc.gov/nndss/static/2017/03/2017-03-table2K.html,US
2017-01-28,2017,,4,Pertussis,98,https://wonder.cdc.gov/nndss/static/2017/04/2017-04-table2K.html,US
2017-02-04,2017,,5,Pertussis,84,https://wonder.cdc.gov/nndss/static/2017/05/2017-05-table2K.html,US
2017-02-11,2017,,6,Pertussis,65,https://wonder.cdc.gov/nndss/static/2017/06/2017-06-table2K.html,US
2017-02-18,2017,,7,Pertussis,92,https://wonder.cdc.gov/nndss/static/2017/07/2017-07-table2K.html,US
2017-02-25,2017,,8,Pertussis,102,https://wonder.cdc.gov/nndss/static/2017/08/2017-08-table2K.html,US
2017-03-04,2017,,9,Pertussis,88,https://wonder.cdc.gov/nndss/static/2017/09/2017-09-table2K.html,US
2017-03-11,2017,,10,Pertussis,81,https://wonder.cdc.gov/nndss/static/2017/10/2017-10-table2K.html,US
2017-03-18,2017,,11,Pertussis,43,https://wonder.cdc.gov/nndss/static/2017/11/2017-11-table2K.html,US
2017-03-25,2017,,12,Pertussis,110,https://wonder.cdc.gov/nndss/static/2017/12/2017-12-table2K.html,US
2017-04-01,2017,,13,Pertussis,110,https://wonder.cdc.gov/nndss/static/2017/13/2017-13-table2K.html,US
2017-04-08,2017,,14,Pertussis,109,https://wonder.cdc.gov/nndss/static/2017/14/2017-14-table2K.html,US
2017-04-15,2017,,15,Pertussis,102,https://wonder.cdc.gov/nndss/static/2017/15/2017-15-table2K.html,US
2017-04-22,2017,,16,Pertussis,124,https://wonder.cdc.gov/nndss/static/2017/16/2017-16-table2K.html,US
2017-04-29,2017,,17,Pertussis,141,https://wonder.cdc.gov/nndss/static/2017/17/2017-17-table2K.html,US
2017-05-06,2017,,18,Pertussis,133,https://wonder.cdc.gov/nndss/static/2017/18/2017-18-table2K.html,US
2017-05-13,2017,,19,Pertussis,122,https://wonder.cdc.gov/nndss/static/2017/19/2017-19-table2K.html,US
2017-05-20,2017,,20,Pertussis,124,https://wonder.cdc.gov/nndss/static/2017/20/2017-20-table2K.html,US
2017-06-03,2017,,22,Pertussis,138,https://wonder.cdc.gov/nndss/static/2017/22/2017-22-table2K.html,US
2017-06-10,2017,,23,Pertussis,140,https://wonder.cdc.gov/nndss/static/2017/23/2017-23-table2K.html,US
2017-06-17,2017,,24,Pertussis,136,https://wonder.cdc.gov/nndss/static/2017/24/2017-24-table2K.html,US
2017-06-24,2017,,25,Pertussis,105,https://wonder.cdc.gov/nndss/static/2017/25/2017-25-table2K.html,US
2017-07-01,2017,,26,Pertussis,143,https://wonder.cdc.gov/nndss/static/2017/26/2017-26-table2K.html,US
2017-07-08,2017,,27,Pertussis,140,https://wonder.cdc.gov/nndss/static/2017/27/2017-27-table2K.html,US
2017-07-15,2017,,28,Pertussis,194,https://wonder.cdc.gov/nndss/static/2017/28/2017-28-table2K.html,US
2017-07-22,2017,,29,Pertussis,143,https://wonder.cdc.gov/nndss/static/2017/29/2017-29-table2K.html,US
2017-07-29,2017,,30,Pertussis,143,https://wonder.cdc.gov/nndss/static/2017/30/2017-30-table2K.html,US
2017-08-05,2017,,31,Pertussis,138,https://wonder.cdc.gov/nndss/static/2017/31/2017-31-table2K.html,US
2017-08-12,2017,,32,Pertussis,122,https://wonder.cdc.gov/nndss/static/2017/32/2017-32-table2K.html,US
2017-08-19,2017,,33,Pertussis,135,https://wonder.cdc.gov/nndss/static/2017/33/2017-33-table2K.html,US
2017-08-26,2017,,34,Pertussis,107,https://wonder.cdc.gov/nndss/static/2017/34/2017-34-table2K.html,US
2017-09-02,2017,,35,Pertussis,104,https://wonder.cdc.gov/nndss/static/2017/35/2017-35-table2K.html,US
2017-09-09,2017,,36,Pertussis,104,https://wonder.cdc.gov/nndss/static/2017/36/2017-36-table2K.html,US
2017-09-16,2017,,37,Pertussis,107,https://wonder.cdc.gov/nndss/static/2017/37/2017-37-table2K.html,US
2017-09-23,2017,,38,Pertussis,154,https://wonder.cdc.gov/nndss/static/2017/38/2017-38-table2K.html,US
2017-09-30,2017,,39,Pertussis,75,https://wonder.cdc.gov/nndss/static/2017/39/2017-39-table2K.html,US
2017-10-07,2017,,40,Pertussis,88,https://wonder.cdc.gov/nndss/static/2017/40/2017-40-table2K.html,US
2017-10-14,2017,,41,Pertussis,88,https://wonder.cdc.gov/nndss/static/2017/41/2017-41-table2K.html,US
2017-10-21,2017,,42,Pertussis,90,https://wonder.cdc.gov/nndss/static/2017/42/2017-42-table2K.html,US
2017-10-28,2017,,43,Pertussis,95,https://wonder.cdc.gov/nndss/static/2017/43/2017-43-table2K.html,US
2017-11-04,2017,,44,Pertussis,120,https://wonder.cdc.gov/nndss/static/2017/44/2017-44-table2K.html,US
2017-11-11,2017,,45,Pertussis,117,https://wonder.cdc.gov/nndss/static/2017/45/2017-45-table2K.html,US
2017-11-18,2017,,46,Pertussis,101,https://wonder.cdc.gov/nndss/static/2017/46/2017-46-table2K.html,US
2017-11-25,2017,,47,Pertussis,96,https://wonder.cdc.gov/nndss/static/2017/47/2017-47-table2K.html,US
2017-12-02,2017,,48,Pertussis,127,https://wonder.cdc.gov/nndss/static/2017/48/2017-48-table2K.html,US
2017-12-09,2017,,49,Pertussis,130,https://wonder.cdc.gov/nndss/static/2017/49/2017-49-table2K.html,US
