Year,Month,Week,Disease,Cases,URL,Country
2019,9,,Pertussis,3319,https://www.cdctj.com.cn/system/2019/11/21/030001494.shtml,CN
2019,10,,Pertussis,1933,https://www.cdctj.com.cn/system/2019/11/21/030001497.shtml,CN
2019,11,,Pertussis,1653,https://www.cdctj.com.cn/system/2020/01/09/030006478.shtml,CN
2019,12,,Pertussis,1414,https://www.cdctj.com.cn/system/2020/02/17/030010193.shtml,CN
2020,1,,Pertussis,1141,https://www.cdctj.com.cn/system/2020/03/03/030012762.shtml,CN
2020,2,,Pertussis,738,https://www.cdctj.com.cn/system/2020/04/05/030017114.shtml,CN
2020,3,,Pertussis,874,https://www.cdctj.com.cn/system/2020/04/29/030020056.shtml,CN
2020,4,,Pertussis,479,https://www.cdctj.com.cn/system/2020/07/01/030025879.shtml,CN
2020,5,,Pertussis,277,https://www.cdctj.com.cn/system/2020/07/01/030025899.shtml,CN
2020,6,,Pertussis,159,https://www.cdctj.com.cn/system/2020/07/31/030028318.shtml,CN
2020,7,,Pertussis,142,https://www.cdctj.com.cn/system/2020/09/03/030030950.shtml,CN
2020,8,,Pertussis,142,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2020.208,CN
2020,9,,Pertussis,201,https://www.cdctj.com.cn/system/2020/10/27/030035514.shtml,CN
2020,10,,Pertussis,267,https://www.cdctj.com.cn/system/2020/12/01/030039806.shtml,CN
2020,11,,Pertussis,291,https://www.cdctj.com.cn/system/2021/01/07/030042673.shtml,CN
2020,12,,Pertussis,294,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.025,CN
2021,1,,Pertussis,205,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.059,CN
2021,2,,Pertussis,115,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.082,CN
2021,3,,Pertussis,220,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.108,CN
2021,4,,Pertussis,308,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.119,CN
2021,5,,Pertussis,427,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.141,CN
2021,6,,Pertussis,519,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.162,CN
2021,7,,Pertussis,820,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.186,CN
2021,8,,Pertussis,1227,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.211,CN
2021,9,,Pertussis,1094,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.240,CN
2021,10,,Pertussis,825,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2021.257,CN
2021,11,,Pertussis,1148,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.002,CN
2021,12,,Pertussis,2254,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.016,CN
2022,1,,Pertussis,2354,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.025,CN
2022,2,,Pertussis,2576,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.073,CN
2022,3,,Pertussis,3747,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.082,CN
2022,4,,Pertussis,3415,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.103,CN
2022,5,,Pertussis,3991,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.127,CN
2022,6,,Pertussis,4213,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.157,CN
2022,7,,Pertussis,4234,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.158,CN
2022,8,,Pertussis,5355,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.183,CN
2022,9,,Pertussis,3849,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.214,CN
2022,10,,Pertussis,2594,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.220,CN
2022,11,,Pertussis,2160,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2022.234,CN
2022,12,,Pertussis,1293,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.059,CN
2023,1,,Pertussis,883,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.060,CN
2023,2,,Pertussis,538,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.061,CN
2023,3,,Pertussis,821,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.082,CN
2023,4,,Pertussis,1074,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.099,CN
2023,5,,Pertussis,1334,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.127,CN
2023,6,,Pertussis,1512,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.130,CN
2023,7,,Pertussis,2767,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.150,CN
2023,8,,Pertussis,4793,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.179,CN
2023,9,,Pertussis,4517,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.192,CN
2023,10,,Pertussis,4430,https://weekly.chinacdc.cn/en/article/doi/10.46234/ccdcw2023.213,CN
2023,11,,Pertussis,6410,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1739453479981600768.html,CN
2023,12,,Pertussis,9126,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1746766719346462720.html,CN
2024,1,,Pertussis,15275,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1770302255702646784.html,CN
2024,2,,Pertussis,17105,https://www.ndcpa.gov.cn/jbkzzx/c100016/common/content/content_1769982157846650880.html,CN
2015,,1,Pertussis,153,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=01&mmwr_table=2I&request=Submit,US
2015,,2,Pertussis,161,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=02&mmwr_table=2I&request=Submit,US
2015,,3,Pertussis,129,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=03&mmwr_table=2I&request=Submit,US
2015,,4,Pertussis,211,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=04&mmwr_table=2I&request=Submit,US
2015,,5,Pertussis,219,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=05&mmwr_table=2I&request=Submit,US
2015,,6,Pertussis,159,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=06&mmwr_table=2I&request=Submit,US
2015,,7,Pertussis,185,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=07&mmwr_table=2I&request=Submit,US
2015,,8,Pertussis,130,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=08&mmwr_table=2I&request=Submit,US
2015,,9,Pertussis,158,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=09&mmwr_table=2I&request=Submit,US
2015,,10,Pertussis,135,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=10&mmwr_table=2I&request=Submit,US
2015,,11,Pertussis,139,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=11&mmwr_table=2I&request=Submit,US
2015,,12,Pertussis,124,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=12&mmwr_table=2I&request=Submit,US
2015,,13,Pertussis,143,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=13&mmwr_table=2I&request=Submit,US
2015,,14,Pertussis,136,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=14&mmwr_table=2I&request=Submit,US
2015,,15,Pertussis,152,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=15&mmwr_table=2I&request=Submit,US
2015,,16,Pertussis,132,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=16&mmwr_table=2I&request=Submit,US
2015,,17,Pertussis,187,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=17&mmwr_table=2I&request=Submit,US
2015,,18,Pertussis,194,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=18&mmwr_table=2I&request=Submit,US
2015,,19,Pertussis,194,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=19&mmwr_table=2I&request=Submit,US
2015,,20,Pertussis,143,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=20&mmwr_table=2I&request=Submit,US
2015,,21,Pertussis,195,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=21&mmwr_table=2I&request=Submit,US
2015,,22,Pertussis,119,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=22&mmwr_table=2I&request=Submit,US
2015,,23,Pertussis,140,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=23&mmwr_table=2I&request=Submit,US
2015,,24,Pertussis,118,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=24&mmwr_table=2I&request=Submit,US
2015,,25,Pertussis,137,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=25&mmwr_table=2I&request=Submit,US
2015,,26,Pertussis,93,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=26&mmwr_table=2I&request=Submit,US
2015,,27,Pertussis,270,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=27&mmwr_table=2I&request=Submit,US
2015,,28,Pertussis,182,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=28&mmwr_table=2I&request=Submit,US
2015,,29,Pertussis,150,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=29&mmwr_table=2I&request=Submit,US
2015,,30,Pertussis,185,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=30&mmwr_table=2I&request=Submit,US
2015,,31,Pertussis,174,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=31&mmwr_table=2I&request=Submit,US
2015,,32,Pertussis,124,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=32&mmwr_table=2I&request=Submit,US
2015,,33,Pertussis,220,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=33&mmwr_table=2I&request=Submit,US
2015,,34,Pertussis,155,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=34&mmwr_table=2I&request=Submit,US
2015,,35,Pertussis,156,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=35&mmwr_table=2I&request=Submit,US
2015,,36,Pertussis,81,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=36&mmwr_table=2I&request=Submit,US
2015,,37,Pertussis,149,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=37&mmwr_table=2I&request=Submit,US
2015,,38,Pertussis,131,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=38&mmwr_table=2I&request=Submit,US
2015,,39,Pertussis,188,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=39&mmwr_table=2I&request=Submit,US
2015,,40,Pertussis,88,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=40&mmwr_table=2I&request=Submit,US
2015,,41,Pertussis,119,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=41&mmwr_table=2I&request=Submit,US
2015,,42,Pertussis,104,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=42&mmwr_table=2I&request=Submit,US
2015,,43,Pertussis,104,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=43&mmwr_table=2I&request=Submit,US
2015,,44,Pertussis,104,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=44&mmwr_table=2I&request=Submit,US
2015,,45,Pertussis,120,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=45&mmwr_table=2I&request=Submit,US
2015,,46,Pertussis,124,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=46&mmwr_table=2I&request=Submit,US
2015,,47,Pertussis,106,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=47&mmwr_table=2I&request=Submit,US
2015,,48,Pertussis,160,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=48&mmwr_table=2I&request=Submit,US
2015,,49,Pertussis,151,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=49&mmwr_table=2I&request=Submit,US
2015,,50,Pertussis,157,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=50&mmwr_table=2I&request=Submit,US
2015,,51,Pertussis,104,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=51&mmwr_table=2I&request=Submit,US
2015,,52,Pertussis,115,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2015.asp?mmwr_year=2015&mmwr_week=52&mmwr_table=2I&request=Submit,US
2016,,1,Pertussis,98,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=01&mmwr_table=2I&request=Submit,US
2016,,2,Pertussis,132,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=02&mmwr_table=2I&request=Submit,US
2016,,3,Pertussis,117,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=03&mmwr_table=2I&request=Submit,US
2016,,4,Pertussis,123,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=04&mmwr_table=2I&request=Submit,US
2016,,5,Pertussis,119,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=05&mmwr_table=2I&request=Submit,US
2016,,6,Pertussis,137,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=06&mmwr_table=2I&request=Submit,US
2016,,7,Pertussis,130,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=07&mmwr_table=2I&request=Submit,US
2016,,8,Pertussis,130,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=08&mmwr_table=2I&request=Submit,US
2016,,9,Pertussis,136,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=09&mmwr_table=2I&request=Submit,US
2016,,10,Pertussis,116,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=10&mmwr_table=2I&request=Submit,US
2016,,11,Pertussis,131,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=11&mmwr_table=2I&request=Submit,US
2016,,12,Pertussis,101,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=12&mmwr_table=2I&request=Submit,US
2016,,13,Pertussis,99,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=13&mmwr_table=2I&request=Submit,US
2016,,14,Pertussis,87,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=14&mmwr_table=2I&request=Submit,US
2016,,15,Pertussis,110,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=15&mmwr_table=2I&request=Submit,US
2016,,16,Pertussis,91,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=16&mmwr_table=2I&request=Submit,US
2016,,17,Pertussis,108,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=17&mmwr_table=2I&request=Submit,US
2016,,18,Pertussis,108,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=18&mmwr_table=2I&request=Submit,US
2016,,19,Pertussis,100,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=19&mmwr_table=2I&request=Submit,US
2016,,20,Pertussis,115,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=20&mmwr_table=2I&request=Submit,US
2016,,21,Pertussis,116,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=21&mmwr_table=2I&request=Submit,US
2016,,22,Pertussis,84,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=22&mmwr_table=2I&request=Submit,US
2016,,23,Pertussis,107,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=23&mmwr_table=2I&request=Submit,US
2016,,24,Pertussis,125,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=24&mmwr_table=2I&request=Submit,US
2016,,25,Pertussis,111,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=25&mmwr_table=2I&request=Submit,US
2016,,26,Pertussis,158,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=26&mmwr_table=2I&request=Submit,US
2016,,27,Pertussis,103,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=27&mmwr_table=2I&request=Submit,US
2016,,28,Pertussis,205,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=28&mmwr_table=2I&request=Submit,US
2016,,29,Pertussis,116,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=29&mmwr_table=2I&request=Submit,US
2016,,30,Pertussis,131,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=30&mmwr_table=2I&request=Submit,US
2016,,31,Pertussis,97,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=31&mmwr_table=2I&request=Submit,US
2016,,32,Pertussis,93,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=32&mmwr_table=2I&request=Submit,US
2016,,33,Pertussis,123,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=33&mmwr_table=2I&request=Submit,US
2016,,34,Pertussis,125,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=34&mmwr_table=2I&request=Submit,US
2016,,35,Pertussis,111,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=35&mmwr_table=2I&request=Submit,US
2016,,36,Pertussis,96,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=36&mmwr_table=2I&request=Submit,US
2016,,37,Pertussis,112,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=37&mmwr_table=2I&request=Submit,US
2016,,38,Pertussis,122,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=38&mmwr_table=2I&request=Submit,US
2016,,39,Pertussis,88,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=39&mmwr_table=2I&request=Submit,US
2016,,40,Pertussis,89,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=40&mmwr_table=2I&request=Submit,US
2016,,41,Pertussis,82,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=41&mmwr_table=2I&request=Submit,US
2016,,42,Pertussis,88,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=42&mmwr_table=2I&request=Submit,US
2016,,43,Pertussis,101,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=43&mmwr_table=2I&request=Submit,US
2016,,44,Pertussis,157,https://wonder.cdc.gov/nndss/nndss_weekly_tables_2016.asp?mmwr_year=2016&mmwr_week=44&mmwr_table=2I&request=Submit,US
